lat,lon,T_cold,GDD0,P_season,TP_syn,Aridity,ISO
34.2642696371811,-111.964069525793,65,5586,64,-5,40,46
42.1920806105467,-117.32619816273,-40,2439,42,-75,64,43
31.3225869039508,-111.072151061278,65,5214,75,44,16,48
38.7814940953502,-121.53188079411,73,5889,94,-96,46,44
40.1005997987731,-104.500827143535,-27,3645,68,80,48,38
43.482357630638,-111.542700258012,-86,1995,16,-25,42,35
23.7368575305272,-101.783393177696,118,5919,77,68,79,69
35.541569531616,-121.055464934385,106,4983,97,-94,145,64
58.6935884931171,-126.186431566504,-192,999,46,68,3,28
19.4026824966793,-98.7237138311678,50,2490,87,52,-61,72
38.2032074205212,-107.027732924878,-116,1545,23,41,26,41
36.8696473979711,-106.906553305173,-66,2331,35,32,34,43
23.3762069042502,-106.139292410396,203,8961,88,67,46,58
40.7942337450104,-109.329607190626,-70,2157,24,62,57,36
27.2224122134533,-108.551573174561,113,6291,89,59,8,58
55.0477657314298,-130.462105066293,-24,1578,41,-48,-102,32
49.9812300852437,-123.829568102253,-41,1725,49,-85,-20,33
48.9193658147032,-117.822827587901,-46,3006,31,-66,21,33
47.5818697886844,-109.409782359528,-85,2772,50,72,41,35
51.1785841477815,-127.315830028439,16,2493,52,-75,-141,33
50.0701306614743,-111.226934748773,-116,2658,44,83,60,30
34.0296740525714,-113.909362401419,101,7500,74,-14,179,43
32.4350000978635,-115.863053493115,95,6372,77,-63,135,48
31.2329572788739,-104.158186077607,70,6231,64,82,101,47
33.5400951644591,-116.686532038698,66,5061,74,-87,43,48
34.6033906373707,-118.921248684143,59,4722,94,-91,40,41
38.6997458891205,-105.150317635428,-88,1551,52,87,-12,41
19.5893054723682,-98.9860564144752,118,5562,85,78,17,70
23.4215053515537,-101.626751612607,128,6234,73,69,59,69
45.0698703201741,-119.472520579097,-32,2292,47,-88,29,42
40.0956060690476,-104.301722790193,-30,3606,71,83,50,38
38.0857675879124,-104.711894338012,-6,3867,57,87,52,42
44.3597659825451,-120.473852868542,-25,2580,43,-81,47,45
47.3959451585607,-111.074775768145,-60,2790,45,62,27,34
52.419425450672,-128.401029250738,22,2940,48,-69,-176,25
41.1249619782708,-115.91160682932,-44,2490,41,-69,55,40
41.4140822865919,-123.667370386922,27,3309,85,-93,-92,50
42.7646953743797,-114.745970250313,-22,3723,61,-84,122,37
41.7789433225832,-122.423929325247,8,3567,69,-95,4,46
34.8667807023041,-114.658365333735,113,8178,69,-26,236,38
37.9858057180373,-104.486454444355,-6,4041,59,89,63,41
48.684812233649,-114.999801987473,-79,2001,25,-60,15,36
24.158978007662,-104.377105420177,118,6402,88,64,35,59
55.1132816756343,-129.688029818023,-64,1041,36,-43,-68,32
21.7986687200015,-104.237334525108,111,5379,90,51,-10,62
37.6098225506968,-105.952431032816,-86,2547,57,86,98,41
44.9477812581814,-116.938956150731,-59,2622,49,-89,32,39
52.0622041844095,-128.213321565277,30,3066,49,-71,-179,26
26.0700384505412,-100.78313598562,121,7278,61,65,127,47
53.0256919962827,-119.720341560741,-116,993,20,-6,-30,30
49.4353952377127,-122.63402825162,0,3087,58,-91,-117,32
55.2958547045768,-121.590619125688,-133,1551,29,53,-11,28
56.3299019560047,-133.265821219188,-10,2220,38,-31,-169,30
22.2989370907493,-102.49018236332,111,5598,81,59,19,64
39.1347298013308,-123.587163972428,75,4233,93,-93,-60,58
42.2471078150868,-123.605531916357,35,3933,87,-93,-78,48
54.1110985135785,-126.312044239574,-121,1287,36,8,23,30
49.035560386677,-110.763408506203,-101,2640,52,79,64,32
22.0496956135825,-103.17146425167,100,5049,87,52,17,62
52.0707864145808,-123.078058990917,-115,1680,46,64,42,36
24.2016270578832,-104.277802812,116,6261,87,63,40,59
46.0119456356416,-115.010927750341,-69,1863,26,-50,18,41
19.3046211323844,-102.772002059548,251,10116,94,38,91,65
56.6949520075949,-131.866067381266,-58,1581,34,-26,-84,31
50.936425130969,-122.182023685768,-103,1338,22,-21,33,32
46.6326878638432,-121.729938597132,0,2796,69,-93,-136,41
24.7732185348592,-106.648372847311,187,8637,91,58,16,60
39.4827804696333,-110.782362320723,-58,3369,17,67,101,37
29.712694737051,-100.620411157984,90,6939,53,88,51,42
46.3710775304365,-114.403207515517,-93,1179,16,-30,6,40
37.6539261364416,-110.505234154112,-3,5169,30,35,180,37
54.2236891602288,-120.105233236023,-123,987,22,65,-33,30
52.0522673899669,-124.999208078257,-80,1773,40,-39,44,36
52.752884849168,-127.683144270925,-22,2019,48,-68,-136,28
37.6771139391728,-112.479601617943,-54,2244,27,28,61,43
45.8604538962155,-120.936985498624,-12,3165,70,-93,56,40
43.3842286646582,-119.920308432958,-35,2493,32,-68,76,42
42.5205464080726,-109.835132467481,-121,1878,34,78,77,38
44.8187621290303,-112.588280439882,-88,1866,46,77,40,38
44.2208412577912,-119.862842503707,-29,2691,37,-74,60,44
37.6519353787456,-119.023555729308,-30,1587,64,-90,50,44
42.4330241181766,-116.399533598549,-45,2334,44,-81,69,42
28.3864952525332,-110.261818155955,167,8694,87,58,102,53
42.4604327155198,-111.947421178261,-78,2016,21,-66,41,37
38.6270547907453,-111.474377128826,-65,2109,18,58,60,40
53.4208949929703,-122.45802476207,-110,1893,31,27,-4,32
58.6073413657531,-119.852570103082,-228,1971,41,80,26,23
34.5180846568518,-115.453306440323,116,8148,69,8,264,39
35.7082377625629,-106.35719929398,-3,3819,39,77,55,42
26.4241102705183,-107.228947643619,101,5592,79,63,-46,62
53.9762867420429,-120.329081393647,-116,1122,20,47,-31,31
25.1048827569158,-106.007917479411,83,4803,75,57,-43,59
59.1732740830711,-126.870802491322,-218,1386,43,59,22,25
34.3769803879564,-112.441513784569,24,4086,64,0,-1,45
45.7038377452344,-123.179293808589,32,3579,74,-94,-103,44
52.7595218526692,-120.641526096441,-103,1425,20,-50,-39,31
38.047995154477,-110.573325255575,-22,4398,26,54,147,36
42.9617852998873,-118.722576557546,-22,2877,36,-58,81,44
48.9185742571108,-120.300410714067,-93,1434,27,-78,33,33
28.2034161050484,-107.353206997587,61,4944,79,69,15,55
19.5700132427389,-101.336890981509,136,5973,86,47,-26,66
46.1788631565055,-123.030392714779,39,3885,66,-94,-80,43
39.0514959298937,-108.800697825216,-41,3333,15,30,62,35
48.8353360538018,-120.04121951886,-95,1401,23,-72,34,33
35.5687498331946,-111.047642954977,10,4827,50,45,123,40
32.2582938976877,-111.447379518595,101,7080,73,37,106,48
42.4831500956585,-119.966865253889,-15,2760,41,-75,64,43
38.9276942375878,-122.839337174602,58,4626,95,-93,-42,49
53.956753101266,-132.977111064902,16,2349,42,-42,-138,30
42.4591012911592,-122.412214518995,-6,2748,72,-93,-17,45
29.724967090678,-108.268974753394,35,4197,74,57,-9,51
41.5892033137981,-118.157159259383,-17,3570,44,-77,114,41
27.2638106851239,-112.715454916428,150,7599,96,28,219,58
41.6733811776957,-122.280711382277,-22,2253,66,-94,22,45
56.9891631957235,-132.920820107009,-35,2109,36,-24,-124,29
38.0519758445054,-118.113344416216,-11,3465,17,15,146,43
42.5633433493371,-122.625596984014,27,3759,71,-94,-34,47
50.3141604498444,-122.778036255122,-45,2991,55,-82,-22,28
48.9780958971039,-109.747900272637,-128,2664,50,82,68,31
44.8292289419344,-114.685945976492,-116,993,20,-59,16,42
39.6000829459742,-110.211971939358,-70,2094,12,31,43,34
30.0869699620076,-109.963228820638,111,7050,70,52,61,51
34.4854289477978,-108.894615782342,-4,3579,55,65,67,49
27.245515130997,-112.499797438934,136,7113,94,42,176,57
38.6146081635082,-105.066456777558,-65,2055,59,88,6,42
30.5751903772513,-109.614391458219,80,6024,74,51,47,50
30.3643577259668,-104.40886927256,63,5706,71,83,85,48
18.292321199603,-102.179505253143,227,8952,95,64,42,72
59.8740255761411,-130.036359012733,-200,1011,33,13,10,27
37.0530871851296,-121.71334799317,83,5124,95,-94,2,53
40.4190630906536,-109.861604947784,-80,3213,30,70,113,35
29.4210851425382,-105.41004291428,70,5997,89,75,97,46
38.3120106451582,-107.485299777926,-98,1722,19,46,15,42
37.736638409535,-107.709933779039,-96,1176,31,5,-19,43
51.4471817660385,-118.967485482764,-101,1452,24,-56,-17,29
52.3193776940536,-123.834703247392,-135,1704,47,39,46,36
28.140145725501,-110.799304301416,168,8565,91,62,142,51
40.5444841931545,-112.965108671688,-45,2739,21,-62,38,35
49.9579846803398,-127.034951584493,37,3039,61,-83,-147,37
38.3764368906409,-110.657967287572,-32,4362,34,60,155,38
54.9358342314797,-122.049562877416,-128,1527,26,18,-20,28
49.2531428183253,-120.151787444277,-93,1485,20,-25,48,33
32.392533849441,-115.786465912498,126,7611,91,-80,146,50
30.8990507340993,-108.644486370247,71,6066,67,50,80,50
46.3906107834691,-122.452517518926,22,3237,68,-94,-134,42
46.3089964991948,-122.699979158873,34,3681,66,-93,-101,44
40.3322797859702,-123.95166586598,68,4287,92,-94,-99,50
42.667034068489,-114.574659252115,-22,3639,56,-81,115,37
55.0913115636266,-125.937849478191,-130,1620,33,-4,22,30
44.1319425928654,-116.243960638856,-56,2574,57,-95,25,39
33.7616771333357,-108.389543624518,-17,2838,59,63,29,52
39.8755231890567,-117.612898315923,-5,3888,36,-54,128,42
49.0293608415664,-121.946545064026,-37,1761,56,-91,-36,33
35.8252787729044,-119.558163886375,70,6198,95,-92,156,45
48.4636750713825,-118.194739289885,-40,3270,32,-66,59,36
31.1778450942884,-115.900264747407,96,5478,80,-78,95,56
43.4809337523665,-121.42312577925,-24,2454,53,-86,64,45
47.8053373919187,-119.762956112788,-54,3021,46,-85,100,32
19.9274850221153,-101.481249075451,118,5466,87,46,-34,65
52.0546129980743,-125.775292491231,-93,780,30,-62,-14,36
56.4281960665786,-134.9474988122,-3,1965,45,-39,-208,32
35.4629803474614,-114.321854390198,69,6273,58,-15,164,38
19.1115277175639,-101.453978708526,228,9108,95,15,37,68
43.3018999453078,-116.88472957793,-48,2397,49,-90,46,41
38.4509092402369,-112.434005343661,-64,1956,14,-9,38,42
46.6551217686304,-118.796754493772,-5,3978,51,-88,112,37
18.1810132958428,-102.763543747203,237,9336,98,69,28,72
49.5284669969826,-118.690954913877,-88,1566,21,-1,23,30
47.4625361053468,-116.080401730386,-46,2229,50,-92,2,36
36.4648567450362,-115.104687854215,12,3855,45,-30,63,41
42.7414431428593,-110.812920784566,-110,1263,10,-57,29,39
56.4872320833815,-129.904998057142,-103,843,37,-1,-20,32
34.9807652888103,-113.124078918804,20,3990,59,21,37,48
38.3437474944702,-114.882784494763,-22,3270,11,7,77,42
46.1152630784486,-122.826016150464,35,3771,66,-94,-92,43
39.7364687942263,-121.195057528055,37,4167,92,-97,-77,48
43.6142623033114,-120.150391421969,-27,2727,28,-54,83,43
23.255416372064,-102.889995301076,106,5775,82,65,55,64
39.2151818746206,-112.086890162355,-39,3390,28,-68,82,40
29.378903733827,-110.632116771366,146,8034,84,57,90,53
20.1188228090423,-99.3857604788966,136,6246,81,75,28,68
37.8808674791913,-108.177373221996,-74,1602,27,13,-12,43
53.1929792954998,-127.828295153668,-24,2412,53,-66,-120,27
36.7595744512815,-106.843626227961,-69,2091,34,30,18,43
27.414921224705,-112.41214973362,150,7899,96,39,228,55
48.5691022421867,-114.384667843308,-91,1518,23,-58,-10,36
29.3237681191147,-100.523414827374,98,7362,52,76,64,40
34.3378808868786,-111.015534343072,8,3672,64,5,-5,45
42.6513579514183,-123.6172622956,53,4305,85,-95,-60,49
27.0825338213229,-109.108386030272,170,8547,88,59,70,57
24.8343450270128,-104.957082208908,106,5901,90,68,43,62
31.6313784201915,-115.063901005404,136,7629,93,6,287,54
59.4840795753285,-118.648962686207,-247,1539,36,82,27,22
47.6644813695516,-123.979028516982,15,2580,72,-92,-182,42
40.4011395567797,-118.146834955086,-27,2838,35,-67,96,42
46.5264340130706,-109.139873951256,-61,2688,56,74,40,37
55.0568806315817,-126.400448757155,-128,1755,34,-10,22,31
54.8981618762263,-118.810217259404,-156,2076,41,73,13,28
24.6477771543823,-106.058752131627,108,5601,82,49,-51,58
48.4339635258629,-120.53608949019,-69,2298,57,-89,43,35
43.4250448806928,-122.654980709274,20,3414,74,-95,-93,44
36.7816852337408,-117.963136032451,3,3336,55,-89,67,41
49.8793925956281,-109.463439934874,-138,2514,45,76,57,30
37.8885450570975,-108.656173055123,-45,3114,27,32,50,39
54.9033252167576,-124.528195012174,-138,1479,32,20,15,29
31.4112474557764,-114.943633459279,136,7596,92,22,297,54
44.4362910162499,-110.440296984945,-120,1365,13,-29,17,38
27.0036802786567,-106.890397023684,88,5286,77,69,6,61
38.6072580518244,-119.050715744029,-22,2877,26,-74,109,45
47.2128181041208,-117.231282408188,-22,3012,48,-91,26,37
55.4533057612455,-122.642413533796,-141,1212,25,40,-18,27
45.1296267785802,-118.816654270634,-37,2394,50,-90,27,42
24.9260995754,-106.372028862468,150,7242,86,51,-26,58
44.4070720894194,-109.499193780223,-93,1248,19,46,6,40
30.1861592579592,-101.009218657826,83,6939,55,80,67,42
37.9299169352984,-117.854307685888,-8,3711,25,59,155,42
44.0664651632073,-107.050334264617,-86,1443,32,39,13,36
45.7965633715799,-118.916437041396,4,3825,53,-92,56,37
41.0889494458187,-109.509750366879,-59,2844,47,68,81,37
38.9940919812178,-110.491453433991,-45,3909,28,69,133,37
45.6418262593488,-110.7671850523,-60,2217,34,53,6,37
35.4595775225307,-106.363018967764,8,4446,43,80,87,43
55.5796156379424,-129.616995996164,-63,1419,40,-40,-61,31
41.9165710440368,-120.516681782339,-20,2757,60,-95,44,43
58.1905876230723,-128.403522536502,-190,846,42,55,9,28
36.643840945149,-116.648600574977,61,6543,39,-62,221,39
56.783319197254,-129.483677476664,-126,738,39,22,-11,32
34.2024940991501,-118.977811080009,121,5712,97,-88,66,61
48.84992233466,-124.310685968055,-4,2001,68,-88,-141,37
41.0398647507328,-118.630375104684,-22,3195,38,-76,102,41
23.5566802962701,-106.339342231645,202,8850,88,63,37,60
24.3202807232105,-106.495824873205,181,8175,91,52,-11,56
44.7723589497811,-110.125632463737,-116,1233,10,18,0,39
33.5579902096428,-117.094163232338,111,6303,86,-90,93,51
48.8498779604249,-120.655931703361,-98,963,38,-86,4,32
29.1894843806968,-108.858572598848,121,7536,80,51,58,51
27.6836084537233,-114.458751698719,151,7179,91,-45,222,61
52.622516712335,-119.064989512003,-123,942,23,-6,-26,30
38.8445937005575,-111.408023243033,-55,2670,20,73,76,39
54.1578546176538,-128.53915987785,-45,2250,58,-70,-98,26
45.460018130608,-123.865209204618,54,3555,71,-93,-136,52
36.3129555027153,-114.040292160548,71,6861,54,-34,179,38
38.9884875013616,-121.626964863964,73,5955,93,-96,46,44
44.7014071023209,-119.865641012706,-27,2442,43,-84,42,43
39.0711987000735,-117.675435627165,-27,2748,11,22,108,44
28.7259179899917,-106.975334757084,61,5106,82,68,48,53
42.4106231969059,-110.090979726037,-120,2046,35,79,87,39
36.3023315384688,-116.502027614324,65,6585,43,-55,222,40
46.529206105056,-118.488879562581,-4,3780,52,-91,75,37
19.2622051380783,-99.214468968481,103,4806,87,61,-53,69
44.1211489776219,-123.802447970629,50,3819,79,-94,-121,47
22.4794356854981,-101.916898548775,121,5952,79,54,53,66
38.9440121195533,-114.211585591872,-65,1527,13,-57,30,41
43.8427233499323,-117.040481727052,-27,3855,47,-87,109,36
42.7043300820713,-117.767419066397,-18,3390,35,-39,104,43
39.2299967703587,-105.889461030324,-96,1539,35,84,29,41
47.4013958960934,-113.980920331482,-80,1641,25,-63,1,37
56.6521436735367,-131.368475369482,-85,828,31,-16,-45,33
50.1631153612559,-121.59995185312,-32,3108,45,-87,25,30
29.5239146965786,-99.8205219715112,88,6900,44,84,33,41
46.7868832667213,-122.955464034845,35,3702,68,-94,-81,44
58.100621638652,-132.622064250909,-118,906,34,2,-21,30
28.9476147770927,-109.037610472842,110,6663,78,54,23,53
38.2957206390299,-117.007069429526,-13,3429,25,50,129,42
40.3588463291528,-106.865380996261,-88,2349,5,-47,42,40
27.4322777143749,-107.960434076654,60,4284,75,69,-45,60
34.6227783617991,-120.187370170548,111,5436,98,-90,53,59
35.5725707652254,-113.794866305813,43,5043,54,4,99,43
23.4538600026049,-104.229972481838,91,5193,89,65,27,59
47.9162879876411,-118.622495541233,-32,3267,41,-78,75,37
25.3094956937189,-104.624968043866,135,7494,88,69,106,59
37.877985804907,-111.719201042997,-51,2427,30,50,70,41
58.9199023863454,-125.827808924133,-167,1404,50,73,-1,28
39.3759335340563,-121.83329471158,70,5853,91,-96,36,45
38.4533899851103,-122.860296400434,79,4923,95,-95,-44,58
29.5120181619399,-114.998900771127,140,6951,96,-73,213,59
44.0310126291813,-105.013724957781,-69,2901,63,73,42,34
42.2487874275532,-115.943205768443,-50,2286,44,-76,69,43
27.7071595574885,-106.925833520863,60,4605,77,70,16,57
53.3391069294781,-119.455461201683,-120,822,18,46,-23,31
32.4271044645164,-116.029175483958,60,5070,69,-56,90,44
51.6941478315578,-125.533516054041,-55,1686,38,-60,8,36
22.6006108898835,-101.232971738722,123,5919,72,67,70,66
40.7326243492464,-112.001104447343,-20,3990,30,-27,55,32
37.8656731298523,-110.775772914347,-22,4017,29,54,122,35
36.3834954666283,-110.598034131686,-10,3921,46,25,107,37
49.4689265068967,-118.35360493464,-60,2385,18,-45,19,32
61.2990853526757,-136.50154751401,-227,984,49,69,59,27
40.4486117158139,-115.09282837779,-37,2877,33,-62,70,40
50.0308244250172,-125.793720115964,-6,1785,56,-84,-119,37
35.0454233420689,-111.904758703653,-6,3009,54,0,2,45
34.3886671964867,-118.950703253181,116,5886,97,-90,61,58
52.5015522426879,-124.335617260365,-133,1578,44,11,44,36
54.6653840985684,-128.116584324389,-86,1527,39,-45,-22,29
60.0845729409886,-125.223081759057,-223,1386,43,78,10,24
24.5558000056073,-106.266845223223,167,7857,89,52,-5,57
37.5391881652978,-119.026767714517,-12,2085,74,-93,66,45
36.3384314183261,-110.79919666069,-11,3837,44,27,106,37
45.5263938001808,-121.13464896225,-1,3591,67,-94,61,41
37.4736482308515,-110.11051810832,-12,4311,37,21,122,35
49.5025378622804,-108.990794565648,-131,2160,39,72,35,31
48.2657149642334,-117.107449886493,-45,2712,47,-88,2,35
32.4609100014827,-106.50160068948,43,5193,63,68,90,47
19.9568471309976,-100.696948414976,121,5529,84,54,-27,66
49.2440704173051,-112.790166520648,-86,2361,56,77,33,33
45.441213126698,-115.758440717395,-40,2658,39,-71,2,41
35.1169769450277,-116.393655272777,93,7398,68,-17,261,40
40.1029374137975,-120.260022506878,-29,2412,62,-95,48,44
25.5002046813876,-105.116509707932,121,6936,91,66,84,60
