species,lat,lon,T_cold,GDD0,P_season,TP_syn,Aridity,ISO
Mimulus alsinoides,48.87517,-121.01923,-15,2967,66,-90,-57,34
Mimulus alsinoides,48.51154,-122.81169,39,3420,49,-89,-13,41
Mimulus alsinoides,46.81724,-122.4326,27,3333,62,-92,-97,43
Mimulus alsinoides,48.39583,-120.8255,-50,2334,66,-89,11,36
Mimulus alsinoides,47.55861,-122.8075,24,3162,68,-93,-105,39
Mimulus alsinoides,48.46281,-122.62806,32,3267,48,-90,-34,40
Mimulus alsinoides,48.69483,-121.1234,-35,2310,64,-90,-54,34
Mimulus alsinoides,47.84111,-120.01528,-29,3714,53,-91,106,31
Mimulus alsinoides,49.08,-122.15583,18,3540,53,-93,-102,37
Mimulus alsinoides,49.13389,-121.23417,-25,2667,61,-91,-49,33
Mimulus alsinoides,49.36667,-121.51667,8,3558,62,-93,-118,33
Mimulus alsinoides,42.8017,-122.2532,-22,2076,74,-92,-40,44
Mimulus alsinoides,42.9729,-122.1106,-32,1623,75,-91,-12,43
Mimulus alsinoides,42.8309,-122.7067,10,3018,75,-93,-77,46
Mimulus alsinoides,42.8452,-122.7265,-6,2367,76,-92,-61,45
Mimulus alsinoides,48.4275,-122.26028,39,3630,49,-92,-62,43
Mimulus alsinoides,43.9755,-123.6428,51,4092,80,-94,-96,46
Mimulus alsinoides,49.56667,-121.4,-12,3288,64,-93,-59,30
Mimulus alsinoides,44.3958,-122.1581,-20,1971,73,-93,-105,39
Mimulus alsinoides,42.5047,-124.0573,64,4146,85,-94,-103,51
Mimulus alsinoides,42.4545,-122.9443,27,3828,71,-93,-11,47
Mimulus alsinoides,42.9149,-123.763,35,3354,83,-92,-93,49
Mimulus alsinoides,45.6853,-121.3058,10,3972,77,-93,11,39
Mimulus alsinoides,43.2929,-122.6272,22,3567,74,-95,-84,44
Mimulus alsinoides,44.2954,-122.883,20,3069,73,-94,-129,44
Mimulus alsinoides,42.2727,-124.3675,86,4230,83,-91,-116,57
Mimulus alsinoides,42.1278,-124.1921,75,4131,85,-93,-118,55
Mimulus alsinoides,42.8178,-124.4641,71,3894,81,-91,-116,53
Mimulus alsinoides,43.3813,-123.5357,50,4110,82,-93,-73,47
Mimulus alsinoides,44.1722,-122.3292,22,3582,73,-96,-112,44
Mimulus alsinoides,43.2204,-122.7258,12,3069,75,-94,-97,45
Mimulus alsinoides,42.6297,-123.5931,53,4317,85,-95,-58,49
Mimulus alsinoides,48.52194,-123.13361,35,3243,59,-87,-31,40
Mimulus alsinoides,50.16667,-122.36667,-93,1008,28,-81,0,32
Mimulus alsinoides,49.08333,-123,32,3603,57,-90,-68,39
Mimulus alsinoides,47.60792,-120.88008,-40,2268,69,-92,-39,36
Mimulus alsinoides,45.9597,-123.68,24,2529,73,-90,-175,46
Mimulus alsinoides,45.2684,-121.9313,11,3012,74,-96,-133,41
Mimulus alsinoides,42.2952,-123.7505,48,4140,88,-94,-91,49
Mimulus alsinoides,48.43333,-123.75,17,2787,72,-89,-112,40
Mimulus alsinoides,44.232,-122.2369,11,3258,74,-96,-127,43
Mimulus alsinoides,45.5772,-122.1156,37,4191,70,-96,-101,38
Mimulus alsinoides,46.07151,-122.8657,40,4002,65,-94,-74,43
Mimulus alsinoides,47.19556,-120.93806,-27,2901,65,-92,17,38
Mimulus alsinoides,44.3981,-121.6355,-40,1554,67,-91,-24,40
Mimulus alsinoides,43.9894,-123.0976,37,3702,74,-94,-87,44
Mimulus alsinoides,44.54,-123.7531,46,3789,78,-94,-129,46
Mimulus alsinoides,48.81667,-124.16667,20,3204,75,-91,-131,37
Mimulus alsinoides,47.49634,-123.25643,25,3267,73,-94,-129,41
Mimulus alsinoides,42.607,-124.0564,59,3972,85,-94,-103,51
Mimulus alsinoides,44.5044,-123.55,10,2118,76,-90,-180,45
Mimulus alsinoides,42.8903,-123.28,43,4020,79,-94,-44,48
Mimulus alsinoides,45.5947,-121.1775,12,4251,76,-90,51,37
Mimulus alsinoides,43.1647,-122.4715,-22,1860,75,-91,-52,43
Mimulus alsinoides,44.0583,-121.3142,-1,2760,49,-80,62,48
Mimulus alsinoides,45.9692,-123.6842,24,2529,73,-90,-175,46
Mimulus alsinoides,43.2929,-122.6073,27,3789,73,-95,-76,45
Mimulus alsinoides,43.3218,-122.6869,27,3702,74,-95,-83,45
Mimulus alsinoides,43.0344,-123.2952,40,3933,79,-93,-57,48
Mimulus alsinoides,43.0284,-124.0916,68,4254,84,-95,-88,51
Mimulus alsinoides,41.3814747098462,-123.488544324386,54,4815,88,-96,-74,47
Mimulus alsinoides,48.795,-122.6125,32,3555,49,-91,-44,39
Mimulus alsinoides,47.05211,-123.02034,35,3699,72,-94,-90,44
Mimulus alsinoides,45.56462,-122.27525,41,4233,66,-96,-85,40
Mimulus alsinoides,43.9896,-122.8757,43,3969,70,-94,-77,43
Mimulus alsinoides,44.7575,-122.3306,32,3630,73,-95,-131,41
Mimulus alsinoides,44.0212,-123.8413,54,3909,79,-94,-116,47
Mimulus alsinoides,46.00861,-122.84333,40,4044,65,-95,-72,43
Mimulus alsinoides,44.2045,-122.2309,-3,2658,74,-94,-119,42
Mimulus alsinoides,43.7025,-124.0956,69,4116,79,-94,-104,50
Mimulus alsinoides,48.40583,-122.645,40,3531,43,-89,-3,41
Mimulus alsinoides,43.9429,-122.8294,45,4116,69,-95,-70,43
Mimulus alsinoides,48.09472,-123.80583,25,3135,74,-92,-125,40
Mimulus alsinoides,47.96121,-120.53303,-60,2319,63,-90,41,35
Mimulus alsinoides,44.257,-121.813,-35,1746,69,-92,-20,40
Mimulus alsinoides,45.715,-121.46333,17,4098,77,-94,-19,39
Mimulus alsinoides,43.1667,-124.0003,60,4020,84,-93,-92,50
Mimulus alsinoides,48.75972,-122.48694,32,3603,48,-91,-49,39
Mimulus alsinoides,42.7726,-123.5711,43,3924,84,-94,-63,49
Mimulus alsinoides,42.0283,-124.1688,83,4299,84,-93,-115,56
Mimulus alsinoides,45.6836,-121.3961,17,4185,77,-94,-1,39
Mimulus alsinoides,44.4106,-122.6711,40,3939,70,-96,-86,45
Mimulus alsinoides,43.1589,-122.1497,-27,2001,73,-92,-47,44
Mimulus alsinoides,42.5175,-123.5173,30,3513,83,-93,-65,48
Mimulus alsinoides,42.3825,-123.4658,43,4227,85,-95,-51,48
Mimulus alsinoides,42.477,-122.9113,27,3795,70,-93,-14,47
Mimulus alsinoides,45.519,-122.3723,40,4134,65,-96,-82,41
Mimulus alsinoides,43.6303,-122.7557,17,3192,74,-94,-107,44
Mimulus alsinoides,44.1906,-122.0481,8,3450,74,-96,-107,43
Mimulus alsinoides,45.1667,-121.2503,2,3420,63,-95,6,42
Mimulus alsinoides,42.4247,-123.5297,41,4137,85,-95,-59,48
Mimulus alsinoides,45.4126,-122.6929,43,4176,67,-94,-57,41
Mimulus alsinoides,49.3497132221973,-122.750990270968,1,2970,58,-91,-113,33
Mimulus alsinoides,49.35,-123.25,20,3444,58,-90,-84,33
Mimulus alsinoides,44.5647,-123.2608,43,4017,76,-94,-61,44
Mimulus alsinoides,44.6353,-122.8969,41,4089,71,-95,-63,44
Mimulus alsinoides,42.5567,-124.0678,69,4320,85,-95,-99,51
Mimulus alsinoides,44.867,-122.651,32,3453,71,-96,-125,45
Mimulus alsinoides,49.9330389782068,-123.234347171113,-69,1281,43,-85,-9,33
Mimulus alsinoides,42.7083,-124.3878,69,3882,82,-92,-116,52
Mimulus alsinoides,49.383329999068,-122.78333,8,3318,58,-91,-108,33
Mimulus alsinoides,49.38333,-123.21667,-18,2154,58,-88,-80,33
Mimulus alsinoides,47.99538,-123.46784,-27,1206,67,-87,-66,37
Mimulus alsinoides,43.6378,-123.5669,55,4410,83,-94,-76,46
Mimulus alsinoides,45.4306,-122.6547,45,4323,66,-94,-51,41
Mimulus alsinoides,44.3499,-121.9967,-4,2763,74,-94,-80,42
Mimulus alsinoides,42.9436,-122.5486,-25,1710,76,-91,-56,43
Mimulus alsinoides,45.4392,-122.6564,41,4158,66,-94,-62,41
Mimulus alsinoides,45.8642,-122.8053,40,4104,65,-94,-64,42
Mimulus alsinoides,45.5236,-122.675,43,4224,66,-94,-51,40
Mimulus alsinoides,44.1085,-123.0071,29,3387,73,-94,-107,44
Mimulus alsinoides,45.7056,-121.5203,13,3786,78,-94,-39,40
Mimulus androsaceus,35.55149,-118.04958,55,5217,78,-89,109,42
Mimulus androsaceus,37.99861,-122.70745,86,4818,94,-93,-43,55
Mimulus androsaceus,33.08232,-116.51855,83,5670,79,-87,58,49
Mimulus androsaceus,35.7,-118.06667,40,4461,77,-91,66,43
Mimulus androsaceus,35.53889,-118.20556,60,5358,81,-91,103,43
Mimulus androsaceus,35.53333,-118.21667,60,5343,81,-91,101,43
Mimulus androsaceus,35.61667,-118.08333,15,3171,77,-91,7,42
Mimulus androsaceus,37.0483,-122.0472,91,4932,95,-94,-17,59
Mimulus androsaceus,34.8281343359088,-119.734282147272,55,3999,96,-90,-18,47
Mimulus androsaceus,34.21815,-116.72285,3,2649,70,-85,-29,47
Mimulus androsaceus,35.76999,-120.98189,78,4650,97,-93,36,58
Mimulus androsaceus,34.22687,-116.72787,3,2631,70,-85,-30,47
Mimulus androsaceus,34.4267,-118.10797,60,5034,90,-90,55,44
Mimulus androsaceus,34.16903,-116.92076,27,3711,79,-91,-20,48
Mimulus androsaceus,37.33318,-121.4955,71,5109,93,-94,17,47
Mimulus androsaceus,34.69028,-119.13583,35,3393,93,-89,-18,41
Mimulus androsaceus,32.89274,-116.44986,45,4110,77,-85,-5,46
Mimulus androsaceus,37,-119,10,2589,88,-93,-54,43
Mimulus androsaceus,37.7148644038752,-119.67877409139,20,3453,88,-95,-56,45
Mimulus androsaceus,35.5563699991071,-118.22959,64,5502,82,-90,107,43
Mimulus androsaceus,34.4203699991198,-118.08923,53,4740,91,-91,32,43
Mimulus androsaceus,35.41861,-118.25611,46,4554,82,-92,64,43
Mimulus androsaceus,34.87345,-119.27876,43,3780,94,-91,-7,43
Mimulus androsaceus,34.6127299991176,-119.36884,58,4251,96,-90,0,44
Mimulus androsaceus,34.14944,-116.45611,64,5304,67,-84,69,47
Mimulus androsaceus,35.713024390971,-117.923950033827,55,5385,74,-87,126,42
Mimulus androsaceus,34.7199430203665,-118.93966290009,49,4410,93,-92,40,39
Mimulus androsaceus,34.7229999991163,-119.188,45,3999,94,-90,5,41
Mimulus androsaceus,35.05694,-119.78222,53,3954,96,-91,-20,47
Mimulus androsaceus,34.21778,-116.81778,2,2577,71,-86,-35,48
Mimulus androsaceus,37.83445,-119.85083,32,3918,89,-96,-52,45
Mimulus androsaceus,34.69417,-118.43972,65,5331,91,-91,76,41
Mimulus androsaceus,34.70306,-118.49389,51,4704,90,-92,64,40
Mimulus androsaceus,34.6957999991166,-119.0969,39,3615,93,-90,-6,41
Mimulus androsaceus,34.4429,-118.0206,59,5052,90,-91,57,44
Mimulus androsaceus,37.0852,-122.0617,91,4941,95,-94,-19,57
Mimulus androsaceus,34.40667,-117.60556,43,4434,91,-91,0,45
Mimulus androsaceus,32.9987799991377,-116.54822,50,4341,80,-88,-12,47
Mimulus androsaceus,34.325,-117.42278,58,5013,90,-92,19,46
Mimulus androsaceus,33.6300299991295,-116.63123,60,4785,74,-87,27,48
Mimulus androsaceus,34.31667,-117.26667,70,5493,88,-93,49,47
Mimulus androsaceus,36.35083,-120.85111,60,4545,95,-93,8,53
Mimulus androsaceus,35.74167,-118.17917,65,5730,80,-89,115,44
Mimulus androsaceus,34.40861,-117.56806,48,4656,90,-92,12,45
Mimulus androsaceus,34.7069999991165,-119.739,45,3552,95,-87,-31,46
Mimulus androsaceus,34.25222,-116.82389,8,3012,73,-88,-17,48
Mimulus androsaceus,34.2602099991217,-116.86943,10,3045,75,-88,-17,49
Mimulus androsaceus,34.2503,-116.8657,8,3012,73,-88,-18,49
Mimulus androsaceus,34.3053,-116.8495,3,2682,72,-87,-28,48
Mimulus androsaceus,34.29278,-117.15222,41,4437,87,-92,-10,46
Mimulus androsaceus,34.30139,-117.14583,43,4470,88,-93,-6,47
Mimulus androsaceus,34.2966899991213,-116.82077,10,3075,73,-88,-14,48
Mimulus androsaceus,36.3957,-121.5695,86,4638,95,-92,2,60
Mimulus androsaceus,36.3793,-121.5628,85,4608,95,-92,1,60
Mimulus androsaceus,35.7775,-118.0804,40,4521,77,-91,67,42
Mimulus androsaceus,35.6975,-118.6807,65,5391,90,-94,48,43
Mimulus androsaceus,34.6929999991166,-119.6586,27,3036,94,-87,-45,44
Mimulus androsaceus,34.6881999991167,-119.1189,37,3552,93,-89,-11,41
Mimulus androsaceus,34.4899567780881,-117.880636199805,61,5316,89,-91,75,45
Mimulus androsaceus,34.7567360205448,-119.768282151246,75,4866,97,-90,4,49
Mimulus androsaceus,35.70694,-118.45528,75,5910,86,-92,89,44
Mimulus androsaceus,34.537,-119.184,69,4779,96,-90,17,45
Mimulus androsaceus,36.1158878310712,-121.462735744785,81,4404,96,-92,2,61
Mimulus androsaceus,35.5486865219727,-118.205834822276,61,5406,80,-91,105,43
Mimulus androsaceus,34.7649999991158,-119.817,66,4362,97,-90,-10,48
Mimulus androsaceus,35.40833,-120.23333,74,5175,96,-93,36,53
Mimulus androsaceus,37.08333,-122.07778,93,4986,95,-95,-11,59
Mimulus androsaceus,41.3009999990644,-120.84926,-24,2403,59,-93,38,45
Mimulus androsaceus,38.969384266528,-122.655609359232,59,4998,94,-94,-7,49
Mimulus androsaceus,37.0892,-122.0489,91,4983,95,-94,-16,57
Mimulus androsaceus,33.5382899991307,-116.46147,16,2898,70,-81,-35,46
Mimulus androsaceus,37.3854767761455,-121.571213681989,75,5253,94,-94,22,48
Mimulus androsaceus,35.7551597165643,-118.42465214396,74,5913,85,-91,89,44
Mimulus androsaceus,33.4973599991312,-116.57388,64,4959,73,-86,41,48
Mimulus androsaceus,33.6175,-116.62361,56,4656,74,-87,19,48
Mimulus androsaceus,35.1326,-118.4483,54,4719,83,-92,83,44
Mimulus angustatus,40.8619399990664,-121.78083,-5,2700,80,-96,-51,46
Mimulus angustatus,39.8591699990716,-121.78556,71,5598,91,-96,-29,43
Mimulus angustatus,39.6213899990731,-121.52778,69,5466,93,-96,-51,42
Mimulus angustatus,39.7180599990725,-121.57,70,5475,93,-96,-57,42
Mimulus angustatus,39.83833,-121.79861,73,5763,89,-97,-7,44
Mimulus angustatus,39.87278,-121.77056,70,5454,91,-96,-42,43
Mimulus angustatus,39.7263899990724,-121.63639,71,5565,92,-96,-45,42
Mimulus angustatus,38.675,-122.5912,66,4902,95,-94,-46,49
Mimulus angustatus,39.0067,-121.1064,70,5442,94,-96,-29,43
Mimulus angustatus,38.8273,-122.7327,56,4392,94,-92,-54,49
Mimulus angustatus,38.8447,-122.7467,55,4500,94,-93,-49,49
Mimulus angustatus,38.5651699990801,-122.41891,70,5007,95,-93,-41,48
Mimulus angustatus,39.57444,-121.545,68,5520,93,-96,-41,42
Mimulus angustatus,38.59708,-122.44586,70,4944,95,-93,-42,48
Mimulus angustatus,38.9301199990775,-122.73714,58,4746,94,-93,-31,49
Mimulus angustatus,37.0790899990922,-119.38794,50,4611,93,-95,-28,45
Mimulus angustatus,37.0796699990922,-119.37429,51,4695,93,-95,-26,45
Mimulus angustatus,38.5200804961976,-120.564754979035,58,4728,91,-95,-68,44
Mimulus angustatus,38.63389,-122.53389,64,4674,95,-92,-50,48
Mimulus angustatus,38.91667,-122.95084,54,4164,94,-92,-65,50
Mimulus angustatus,38.65055,-122.53333,65,4725,95,-92,-48,48
Mimulus angustatus,38.66667,-122.55,60,4461,94,-92,-55,48
Mimulus angustatus,38.6,-122.41667,73,5202,96,-94,-30,49
Mimulus angustatus,38.3367,-122.2172,78,5199,95,-93,-20,48
Mimulus angustatus,39.5907116917726,-121.549082409734,68,5508,93,-96,-43,42
Mimulus angustatus,39.8505050898726,-121.772391289267,70,5574,91,-96,-33,42
Mimulus angustatus,38.9177147738542,-122.717000048274,56,4722,94,-93,-32,49
Mimulus angustatus,38.5533246410615,-122.419288262546,70,5007,95,-93,-41,47
Mimulus angustatus,38.4886409752255,-120.584745036832,60,4842,92,-95,-63,44
Mimulus angustatus,39.229722311925,-121.083966557082,50,4518,94,-96,-78,45
Mimulus angustatus,38.3945,-122.2721,75,5100,96,-93,-29,48
Mimulus angustatus,38.5810091415681,-120.579756123469,58,4728,91,-95,-69,44
Mimulus angustatus,38.7136664443958,-120.584037960768,56,4722,91,-95,-71,44
Mimulus angustatus,38.917064929774,-122.700059652032,58,4764,94,-94,-29,48
Mimulus angustatus,38.5560481678713,-120.763320080692,63,5247,92,-96,-22,46
Mimulus angustatus,38.8482218332793,-120.823935347887,65,5154,92,-96,-47,45
Mimulus angustatus,38.559,-122.396,74,5208,96,-94,-29,50
Mimulus angustatus,38.9744331917882,-122.770962067681,45,3726,93,-90,-76,48
Mimulus angustatus,38.6919738578857,-120.957216386202,68,5391,93,-96,-17,45
Mimulus angustatus,38.7186365242205,-120.56184750678,59,4779,90,-95,-68,44
Mimulus angustatus,38.86333,-122.71833,54,4293,94,-92,-57,48
Mimulus angustatus,36.7162918841802,-119.031967080649,48,4533,92,-95,-15,44
Mimulus angustatus,39.1879,-120.9726,51,4566,93,-96,-77,45
Mimulus angustatus,38.4134019166159,-120.659135794538,60,5058,92,-96,-43,45
Mimulus angustatus,38.7117735204928,-120.949936478538,69,5439,93,-96,-15,45
Mimulus angustatus,38.978,-122.8394,60,4953,94,-94,-22,49
Mimulus angustatus,36.6953624965997,-119.015816462282,49,4614,92,-95,-12,43
Mimulus angustatus,38.5624,-122.4477,71,5040,95,-93,-40,49
Mimulus angustatus,39.9254441108014,-121.729631355086,50,4536,92,-96,-60,46
Mimulus angustatus,39.5201968137961,-123.451375329075,50,3933,93,-93,-86,53
Mimulus angustatus,36.7781,-119.4178,74,6108,96,-95,71,44
Mimulus angustatus,38.5760239282504,-122.448889245865,70,4968,95,-93,-43,48
Mimulus angustatus,38.4431215442268,-120.629645492887,59,5145,92,-96,-33,46
Mimulus angustatus,38.8951289091399,-121.069361701771,70,5529,94,-96,-20,43
Mimulus aridus,32.67724,-116.08963,96,6390,81,-75,119,49
Mimulus aridus,32.63122,-116.08767,65,5379,70,-62,125,45
Mimulus aridus,32.65044,-116.16137,75,5556,76,-72,98,48
Mimulus aridus,32.63965,-116.20744,80,5676,80,-76,88,49
Mimulus aridus,32.62992,-116.1444,80,5718,79,-71,99,48
Mimulus aridus,32.90111,-116.3725,93,6075,80,-85,87,51
Mimulus aridus,32.92387,-116.35651,80,5607,79,-84,70,50
Mimulus aridus,32.7184,-116.1476,98,6396,81,-77,115,50
Mimulus aridus,32.70139,-116.12083,103,6597,82,-77,121,50
Mimulus aridus,32.66306,-116.22333,78,5571,80,-76,86,49
Mimulus aridus,32.67111,-116.09917,96,6348,81,-75,117,49
Mimulus aridus,33.21497,-116.46048,73,5355,75,-86,58,48
Mimulus aridus,32.78333,-116.51666,58,4578,78,-87,11,48
Mimulus aridus,32.7531,-116.17354,96,6345,80,-78,112,50
Mimulus aridus,32.78281,-116.37445,50,4401,76,-84,17,46
Mimulus aridus,32.74589,-116.14029,103,6663,82,-78,124,50
Mimulus aridus,32.6176,-116.19,83,5766,81,-74,92,50
Mimulus aridus,28.88333,-113.63333,106,5859,87,-23,116,58
Mimulus aridus,32.67083,-116.1875,79,5664,79,-75,93,49
Mimulus aridus,32.6572999991424,-116.191,86,5859,79,-75,94,50
Mimulus aridus,32.6672,-116.1697,75,5574,77,-73,96,48
Mimulus aridus,33.143,-116.5381,81,5619,79,-87,58,49
Mimulus aridus,32.90466,-116.44714,55,4605,78,-86,14,47
Mimulus aridus,32.62191,-116.15671,81,5760,81,-73,97,49
Mimulus aridus,32.66367,-116.27363,74,5340,78,-78,75,49
Mimulus aridus,32.6344,-116.227,73,5379,77,-76,84,48
Mimulus aridus,32.6614,-116.2569,75,5430,79,-77,79,49
Mimulus aridus,32.6721,-116.1161,81,5859,78,-72,107,48
Mimulus aurantiacus,38.65952,-121.18884,75,5880,93,-97,36,43
Mimulus aurantiacus,39.0005299990771,-122.80398,56,4800,94,-93,-26,48
Mimulus aurantiacus,37.95233,-122.59339,86,4827,94,-92,-44,54
Mimulus aurantiacus,37.95518,-122.61476,86,4815,94,-92,-44,54
Mimulus aurantiacus,37.91426,-122.60372,85,4539,95,-88,-51,54
Mimulus aurantiacus,38.2368,-120.86,74,5799,92,-96,33,44
Mimulus aurantiacus,38.77389,-121.035,70,5628,93,-96,-2,43
Mimulus aurantiacus,37.930829999085,-120.45972,65,5397,94,-97,3,46
Mimulus aurantiacus,42.18472,-124.36028,81,4044,84,-91,-120,57
Mimulus aurantiacus,38.79611,-120.63222,61,5208,91,-97,-36,46
Mimulus aurantiacus,42.09,-124.16333,60,3783,86,-93,-122,52
Mimulus aurantiacus,38.25833,-120.91528,74,5772,92,-96,33,44
Mimulus aurantiacus,36.77056,-121.45861,76,4824,94,-93,9,53
Mimulus aurantiacus,39.77055,-121.45861,65,5250,93,-96,-73,43
Mimulus aurantiacus,37.065,-121.20222,71,5421,94,-95,62,48
Mimulus aurantiacus,34.82667,-120.525,110,4890,97,-85,56,63
Mimulus aurantiacus,38.8217597511838,-122.352730387996,64,5109,94,-94,-14,47
Mimulus aurantiacus,39.0261099990769,-122.72972,56,4845,94,-93,-19,48
Mimulus aurantiacus,38.0798,-122.7542,86,4836,95,-93,-33,57
Mimulus aurantiacus,38.9674999990773,-123.69694,86,4269,92,-91,-50,59
Mimulus aurantiacus,37,-122.05,91,4839,95,-94,-21,61
Mimulus aurantiacus,39.275,-121.2417,63,5385,94,-96,-37,42
Mimulus aurantiacus,35.01666,-120.26666,98,5280,98,-92,40,58
Mimulus aurantiacus,35.3473134335787,-120.688009428137,96,5040,96,-92,4,61
Mimulus aurantiacus,35.7684013414577,-120.846717794895,85,5184,97,-94,87,58
Mimulus aurantiacus,36.6957754920765,-121.231137438139,81,5364,93,-95,79,54
Mimulus aurantiacus,36.831868665547,-121.686749426554,93,4989,94,-95,29,60
Mimulus aurantiacus,35.982,-121.0283,76,4797,96,-93,46,58
Mimulus aurantiacus,36.453609999098,-121.92417,101,4614,96,-90,-1,62
Mimulus aurantiacus,41.6315553419915,-124.107272720623,68,3873,86,-92,-120,55
Mimulus aurantiacus,40.2838,-123.8569,69,4554,93,-94,-89,49
Mimulus aurantiacus,37.3956,-121.827,91,5529,94,-96,61,52
Mimulus aurantiacus,39.8512884825863,-123.701935874461,59,4272,93,-94,-100,51
Mimulus aurantiacus,41.816,-124.0896,76,4212,86,-93,-122,55
Mimulus aurantiacus,36.9856813232288,-122.152591850202,98,4830,94,-95,-11,61
Mimulus aurantiacus,37.0503,-121.2563,74,5406,94,-95,57,48
Mimulus aurantiacus,38.3432084441173,-122.486286963638,81,5190,95,-94,-22,54
Mimulus aurantiacus,39.8449,-123.6906,54,4131,93,-94,-100,52
Mimulus aurantiacus,38.6908033341043,-123.426823037628,88,4413,93,-90,-48,59
Mimulus aurantiacus,39.3756991679581,-123.496824284591,66,4326,93,-94,-68,56
Mimulus aurantiacus,38.1605289202749,-122.893493759238,86,4725,94,-93,-35,59
Mimulus aurantiacus,37.0783612130482,-121.896457222036,83,4875,95,-92,-33,54
Mimulus aurantiacus,34.487499999119,-120.3235,113,5202,98,-88,45,62
Mimulus aurantiacus,36.1136099991013,-121.62722,103,4884,96,-92,22,64
Mimulus aurantiacus,38.9069,-122.2665,69,5541,93,-95,24,48
Mimulus aurantiacus,35.3789125778,-120.691709866722,79,4551,96,-92,-2,58
Mimulus aurantiacus,35.3589133729397,-120.65570882965,80,4590,96,-92,-2,57
Mimulus aurantiacus,38.6132,-122.5971,75,5229,95,-95,-35,52
Mimulus aurantiacus,38.4819399990807,-121.01639,74,5787,92,-97,29,44
Mimulus aurantiacus,37.067558919745,-122.213364244078,91,4641,95,-91,-33,59
Mimulus aurantiacus,38.03333,-120.5,64,5304,93,-96,-7,46
Mimulus aurantiacus,37.0589,-122.2256,98,4818,94,-95,-8,61
Mimulus aurantiacus,37.8695,-122.5895,93,4971,95,-93,-28,52
Mimulus aurantiacus,38.4109,-122.0953,75,5184,95,-93,-17,46
Mimulus aurantiacus,36.3731,-121.1602,86,5292,95,-94,75,58
Mimulus aurantiacus,36.9294399990935,-121.10611,73,5559,93,-95,92,48
Mimulus aurantiacus,35.3064999991098,-120.843,111,4935,97,-87,37,65
Mimulus aurantiacus,36.15,-121.5,85,4446,96,-91,2,59
Mimulus aurantiacus,38.33472,-123.04972,86,4605,94,-93,-48,61
Mimulus aurantiacus,35.9846,-121.0002,76,4800,96,-93,44,58
Mimulus aurantiacus,35.2115,-120.4604,101,5319,97,-92,36,61
Mimulus aurantiacus,35.3344134486219,-120.730910250624,108,5175,97,-90,23,64
Mimulus aurantiacus,37.8474999990856,-121.92944,83,5295,94,-92,17,47
Mimulus aurantiacus,37.608,-121.6741,78,5337,94,-94,31,48
Mimulus aurantiacus,35.2857,-120.6245,105,5229,97,-91,12,62
Mimulus aurantiacus,35.9767,-121.0428,81,4914,96,-94,64,59
Mimulus aurantiacus,36.3739,-121.8999,101,4614,96,-89,-20,62
Mimulus aurantiacus,36.5201,-121.9492,103,4710,96,-91,20,61
Mimulus aurantiacus,35.2516,-120.8717,110,4869,97,-86,35,66
Mimulus aurantiacus,37.9373,-122.6639,86,4614,95,-90,-51,55
Mimulus aurantiacus,34.66667,-120.41667,113,5223,97,-89,63,63
Mimulus aurantiacus,38.5241,-123.2401,86,4356,94,-90,-53,60
Mimulus aurantiacus,35.7108,-121.2789,101,4845,100,-94,192,65
Mimulus aurantiacus,35.3684,-120.8666,113,4989,96,-88,64,64
Mimulus aurantiacus,35.3584120613227,-120.831212780543,111,4989,97,-89,49,64
Mimulus aurantiacus,38.4099,-122.0713,75,5412,96,-94,-1,47
Mimulus aurantiacus,34.7274999991162,-120.4396,108,4935,98,-88,41,63
Mimulus aurantiacus,34.4829999991191,-120.2736,116,5346,98,-89,52,61
Mimulus aurantiacus,35.3107,-120.6536,103,5208,97,-91,11,62
Mimulus aurantiacus,38.64889,-122.72167,78,5256,95,-95,-36,53
Mimulus aurantiacus,37.408,-122.2275,91,4941,94,-93,4,55
Mimulus aurantiacus,38.5716,-122.6997,71,4962,95,-94,-53,52
Mimulus aurantiacus,35.363,-120.7099,96,5010,97,-92,5,61
Mimulus aurantiacus,35.3133,-120.8661,113,4971,96,-86,56,64
Mimulus aurantiacus,41.78733,-124.00361,51,3711,87,-93,-119,52
Mimulus aurantiacus,40.0256,-124.0565,69,4143,93,-93,-111,51
Mimulus aurantiacus,39.9299,-123.7621,64,4527,93,-94,-98,49
Mimulus aurantiacus,39.8222,-123.7387,60,4245,93,-94,-100,51
Mimulus aurantiacus,38.5428,-122.4756,76,5358,95,-95,-21,53
Mimulus aurantiacus,39.8355,-123.843,70,4416,93,-94,-90,51
Mimulus aurantiacus,36.2838899990996,-121.83944,101,4644,97,-88,-37,63
Mimulus aurantiacus,39.9743,-123.969,60,3957,92,-93,-114,51
Mimulus aurantiacus,35.0169249144803,-120.323697538421,108,5412,97,-91,53,62
Mimulus aurantiacus,38.9613,-123.4893,70,4074,94,-91,-74,56
Mimulus aurantiacus,39.2602799990753,-123.61028,75,4278,92,-94,-55,57
Mimulus aurantiacus,37.0276,-122.0457,91,4878,95,-94,-21,58
Mimulus aurantiacus,37.9434992942412,-122.20389524538,88,5115,95,-94,0,53
Mimulus aurantiacus,37.1541699990915,-121.60222,83,5379,94,-95,28,52
Mimulus aurantiacus,40.4782,-123.9227,68,4305,92,-94,-89,50
Mimulus aurantiacus,40.0609,-124.0512,56,3705,92,-92,-120,52
Mimulus aurantiacus,39.7414,-123.6412,55,4128,93,-94,-93,53
