species,lat,lon,T_cold,GDD0,P_season,TP_syn,Aridity,ISO
Mimulus moschatus,42.0311,-123.3914,5,2625,79,-92,-73,47
Mimulus moschatus,42.8467,-123.28,27,3390,79,-93,-64,47
Mimulus moschatus,44.4155,-122.7189,41,4002,70,-96,-78,45
Mimulus moschatus,45.3042,-121.7536,-13,2058,71,-94,-123,37
Mimulus moschatus,42.3959,-122.2166,-24,2268,71,-92,0,43
Mimulus moschatus,42.5318,-123.1608,40,4251,79,-95,-14,47
Mimulus moschatus,42.11,-123.3117,-22,1374,77,-88,-40,45
Mimulus moschatus,45.289,-121.8318,-12,2043,72,-94,-128,37
Mimulus moschatus,40.1124030448848,-121.465887832378,0,2679,84,-96,-86,45
Mimulus moschatus,42.4873,-124.1931,76,4311,84,-94,-107,53
Mimulus moschatus,45.2966,-121.7338,-13,2088,71,-94,-119,37
Mimulus moschatus,48.05,-122.2,41,3762,48,-94,-51,41
Mimulus moschatus,42.7511,-122.4878,20,3525,75,-94,-61,48
Mimulus moschatus,43.5817,-122.6639,-17,1884,75,-91,-93,43
Mimulus moschatus,43.3456,-124.3472,76,3990,80,-92,-99,53
Mimulus moschatus,44.6289,-121.8192,-34,1632,70,-92,-47,38
Mimulus moschatus,44.1228,-122.392,32,3840,72,-96,-97,45
Mimulus moschatus,44.7636,-121.265,17,3978,53,-90,61,45
Mimulus moschatus,44.585,-118.626,-83,1323,46,-90,43,41
Mimulus moschatus,42.8857,-122.5005,10,3162,74,-94,-74,46
Mimulus moschatus,42.6486,-122.8094,37,4173,72,-94,-15,46
Mimulus moschatus,42.691,-124.4387,75,3981,82,-91,-116,53
Mimulus moschatus,42.5698,-123.0312,27,3720,73,-93,-27,47
Mimulus moschatus,42.4075,-124.4206,85,4233,83,-90,-118,56
Mimulus moschatus,42.2717,-123.5308,37,4062,86,-94,-67,48
Mimulus moschatus,42.4561,-123.3661,40,4146,83,-94,-35,48
Mimulus moschatus,44.5122,-123.2264,41,4056,75,-94,-59,43
Mimulus moschatus,44.3764,-120.1167,-43,2064,43,-85,29,44
Mimulus moschatus,44.5362,-123.4159,35,3756,76,-94,-77,44
Mimulus moschatus,44.5044,-123.55,10,2118,76,-90,-180,45
Mimulus moschatus,42.9511,-123.3631,54,4401,79,-95,-31,49
Mimulus moschatus,49.25,-122.93333,22,3582,59,-90,-90,35
Mimulus moschatus,45.6722,-118.7875,12,4113,52,-90,62,38
Mimulus moschatus,40.52149,-111.67541,-79,1353,40,-96,1,36
Mimulus moschatus,45.5067,-118.4203,-27,2622,61,-95,6,36
Mimulus moschatus,44.9126,-118.0626,-49,2352,45,-85,29,40
Mimulus moschatus,43.2591,-123.2698,49,4254,78,-94,-52,47
Mimulus moschatus,44.0464,-123.0208,45,4152,73,-94,-69,43
Mimulus moschatus,42.1681,-122.7141,20,3633,67,-93,-2,47
Mimulus moschatus,44.8514,-123.1856,43,4062,77,-95,-63,45
Mimulus moschatus,45.3247,-118.0867,-8,3393,51,-88,19,38
Mimulus moschatus,44.7342,-122.1486,20,3297,76,-95,-137,41
Mimulus moschatus,45.4381,-118.0903,-65,1662,53,-93,20,38
Mimulus moschatus,45.3186,-117.9433,-11,3291,46,-80,40,39
Mimulus moschatus,42.4401,-123.3356,44,4272,83,-95,-30,48
Mimulus moschatus,44.4997,-122.5833,0,2262,74,-93,-168,41
Mimulus moschatus,44.4375,-118.1917,-49,2718,34,-68,75,41
Mimulus moschatus,44.3678,-121.9931,-6,2646,73,-94,-83,42
Mimulus moschatus,45.3514,-122.6208,45,4338,67,-95,-57,41
Mimulus moschatus,45.5256,-122.6625,41,4221,66,-94,-51,40
Mimulus moschatus,43.9331,-120.5538,-22,2568,33,-54,80,46
Mimulus moschatus,42.0808,-122.7161,-30,1518,72,-90,9,44
Mimulus moschatus,42.8333,-120.5003,-18,2547,44,-81,56,43
Mimulus moschatus,42.6293,-123.8281,8,2034,80,-88,-123,47
Mimulus moschatus,42.4273,-120.8983,-20,2385,55,-92,41,46
Mimulus moschatus,42.5352,-123.1974,37,4131,78,-94,-19,48
Mimulus moschatus,48.44689,-123.53444,35,3279,72,-88,-59,40
Mimulus moschatus,43.8177,-123.095,37,3699,74,-94,-84,45
Mimulus moschatus,44.3762,-121.579,-13,2601,61,-92,16,45
Mimulus moschatus,40.5886,-111.6378,-60,1794,48,-97,-8,36
Mimulus moschatus,44.9431,-123.0339,41,4071,74,-95,-54,45
Mimulus moschatus,44.1085,-123.0071,29,3387,73,-94,-107,44
Mimulus nanus,44.1144,-117.877,-48,2979,40,-76,86,38
Mimulus nanus,42.5892,-116.5658,-45,2358,46,-83,54,42
Mimulus nanus,42.58806,-116.61556,-45,2349,45,-84,54,42
Mimulus nanus,39.6497199990729,-122.81361,17,2730,89,-90,-102,47
Mimulus nanus,43.4905,-117.5446,-37,2970,43,-78,83,41
Mimulus nanus,44.222,-121.1135,-3,3012,42,-67,97,47
Mimulus nanus,42.4986,-119.6913,-27,2265,38,-62,53,44
Mimulus nanus,41.3608299990642,-122.2375,-30,1566,71,-92,19,44
Mimulus nanus,43.3245,-117.312,-15,3729,41,-52,111,41
Mimulus nanus,43.3327,-117.3196,-12,3819,40,-52,114,41
Mimulus nanus,41.0838899990653,-120.72,-20,2739,59,-94,46,45
Mimulus nanus,43.135,-122.0175,-37,1494,74,-90,-16,43
Mimulus nanus,40.2477799990695,-122.89667,15,2793,86,-93,-93,48
Mimulus nanus,39.8466699990717,-122.9625,-5,1932,87,-88,-114,47
Mimulus nanus,39.7486099990723,-122.8825,-8,1893,87,-88,-116,45
Mimulus nanus,44.5397,-120.6081,-32,2169,48,-87,29,44
Mimulus nanus,40.6111099990676,-120.99194,-22,2433,70,-97,15,44
Mimulus nanus,44.15,-121.43333,-6,2721,53,-87,65,47
Mimulus nanus,41.2317,-120.3884,-12,2955,58,-88,57,44
Mimulus nanus,41.8866,-120.0259,-18,2832,55,-94,51,42
Mimulus nanus,41.2608,-121.0368,-27,2139,61,-95,35,44
Mimulus nanus,42.6268,-121.2272,-29,2229,57,-91,36,45
Mimulus nanus,42.4581,-120.6244,-20,2508,53,-91,52,44
Mimulus nanus,42.6267,-121.168,-27,2292,56,-91,39,45
Mimulus nanus,43.5842,-121.8489,-25,2364,64,-91,4,44
Mimulus nanus,41.5944,-120.2502,-34,2058,54,-92,41,43
Mimulus nanus,42.634,-121.2371,-29,2229,57,-91,36,45
Mimulus nanus,41.2613,-120.1798,-49,1590,53,-93,62,42
Mimulus nanus,41.2608,-120.8461,-22,2517,58,-93,44,45
Mimulus nanus,42.5797,-121.3006,-27,2358,58,-92,45,46
Mimulus nanus,44.77,-118.2502,-60,2043,46,-87,58,41
Mimulus nanus,44.319,-121.5481,-12,2736,57,-91,48,46
Mimulus nanus,40.6844399990672,-121.41611,-4,2970,77,-97,-15,47
Mimulus nanus,44.0042,-121.3291,-6,2646,51,-82,70,47
Mimulus nanus,41.3008299990644,-120.85528,-20,2562,60,-94,47,45
Mimulus nanus,40.3924999990687,-123.09472,22,3336,87,-93,-76,49
Mimulus nanus,39.875,-122.95,5,2232,88,-89,-117,48
Mimulus nanus,43.2303,-120.0857,-20,2865,28,-51,91,43
Mimulus nanus,42.7293,-118.6133,-63,1545,38,-83,50,43
Mimulus nanus,44.4551,-120.5554,-35,2133,47,-86,30,44
Mimulus nanus,39.86694,-123.00417,27,3207,90,-92,-87,49
Mimulus nanus,40.3908299990687,-123.16917,12,2625,86,-92,-100,49
Mimulus nanus,39.8577799990716,-123.00194,22,2913,89,-91,-96,48
Mimulus nanus,39.81833,-122.96278,22,2955,90,-91,-95,48
Mimulus nanus,40.03722,-122.84778,-20,1584,85,-88,-30,45
Mimulus nanus,42.564,-121.007,-27,2199,55,-92,34,45
Mimulus nanus,43.2351,-119.8952,-29,2727,29,-57,82,42
Mimulus nanus,40.3085,-120.5732,-8,3276,72,-95,58,45
Mimulus nanus,44.9735,-119.6617,-27,2376,47,-88,35,43
Mimulus nanus,42.0894,-123.3768,-12,1674,77,-89,-37,46
Mimulus nanus,42.0458,-123.3574,-11,1806,77,-90,-51,46
Mimulus nanus,42.4775,-120.8361,-43,1626,56,-93,41,43
Mimulus nanus,43.6894,-118.5431,-51,2403,42,-85,67,41
Mimulus nanus,44.6953,-118.3859,-60,2052,46,-88,61,41
Mimulus nanus,42.647,-118.5963,-74,1251,39,-87,49,42
Mimulus nanus,45.0584,-117.3334,-75,1752,42,-85,34,40
Mimulus nanus,45.0586,-117.3128,-78,1710,43,-86,32,40
Mimulus nanus,44.2728,-121.1728,-3,3051,42,-71,97,46
Mimulus nanus,44.1744,-121.4341,-8,2637,54,-88,56,46
Mimulus nanus,41.6677,-121.2661,-6,3165,61,-94,61,45
Mimulus nanus,41.5625,-120.2678,-29,2226,56,-92,31,43
Mimulus nanus,42.6183,-121.9328,-17,2679,67,-92,19,44
Mimulus nanus,41.8047869633749,-120.23178316667,-20,2802,59,-95,45,42
Mimulus nanus,44.7876,-118.257,-61,2001,46,-88,56,41
Mimulus nanus,44.7458,-118.2011,-54,2298,44,-85,33,41
Mimulus nanus,45.6149,-117.2077,-53,2202,34,-60,29,40
Mimulus nanus,45.0588,-117.2922,-96,1107,44,-90,16,40
Mimulus nanus,45.0007,-117.313,-81,1599,43,-87,27,39
Mimulus nanus,41.6677,-121.3432,-6,3147,61,-94,60,44
Mimulus nanus,44.1667,-120.0833,-25,2790,37,-72,66,44
Mimulus nanus,43.8318,-121.0012,-17,2502,41,-73,78,46
Mimulus nanus,42.6895,-118.526,-48,1983,38,-76,77,43
Mimulus nanus,42.7857,-118.8586,-15,2985,35,-57,82,45
Mimulus nanus,44.2985,-121.3218,-5,2940,48,-84,74,46
Mimulus nanus,44.2405,-118.8813,-46,2382,37,-75,57,43
Mimulus nanus,44.2984,-121.5842,-12,2667,60,-91,32,46
Mimulus nanus,42.6056,-118.6147,-65,1473,39,-85,64,43
Mimulus nanus,43.5307,-119.5144,-34,2826,32,-66,97,41
Mimulus nanus,42.0853,-117.717,-29,2988,40,-58,88,43
Mimulus nanus,42.6848,-117.8363,-17,3408,34,-37,105,43
Mimulus nanus,42.3375,-118.2386,-17,3183,32,-50,100,42
Mimulus nanus,42.1775,-120.0546,-22,2583,50,-90,57,42
Mimulus nanus,43.2064,-118.9611,-25,2865,36,-64,87,43
Mimulus nanus,42.3994,-119.7794,-49,1602,44,-87,45,43
Mimulus nanus,43.0608,-118.9611,-27,2688,35,-64,74,44
Mimulus nanus,43.5644,-118.5108,-56,2154,41,-85,72,42
Mimulus nanus,43.3228,-118.9611,-27,2901,40,-76,89,42
Mimulus nanus,43.5,-121.75,-27,2385,61,-90,23,45
Mimulus nanus,41.2175,-120.1339,-53,1464,53,-94,56,42
Mimulus nanus,39.7184982629303,-122.855314529638,8,2412,88,-90,-112,47
Mimulus nanus,39.7341979546848,-122.857614809024,-1,2103,88,-89,-108,46
Mimulus nanus,43.9167,-121.2503,-18,2310,50,-84,43,46
Mimulus nanus,43.9039,-121.1008,-13,2508,43,-77,74,47
Mimulus nanus,43.218,-120.2701,-20,2790,32,-53,85,43
Mimulus nanus,43.3778,-121.0639,-16,2739,44,-75,86,45
Mimulus nanus,41.3189,-120.9033,-13,2859,60,-95,46,45
Mimulus nanus,44.2259,-121.5639,-15,2493,60,-91,17,45
Mimulus nanus,44.2548,-121.5438,-12,2664,58,-90,42,46
Mimulus nanus,42.3413,-119.628,-22,2448,39,-66,63,43
Mimulus nanus,39.7262982106934,-122.844714397923,5,2307,88,-89,-115,46
Mimulus nanus,44.8098,-118.2852,-75,1560,47,-90,32,40
Mimulus nanus,44.0331,-117.2526,-27,3795,46,-86,107,36
Mimulus nanus,44.8996,-120.0072,-13,2772,44,-84,43,43
Mimulus nanus,42.8347,-117.0419,-35,2712,45,-83,69,42
Mimulus nanus,41.6764,-121.2531,-6,3141,61,-94,61,45
Mimulus nanus,41.3493,-120.9574,-16,2739,60,-94,39,45
Mimulus nanus,43.4778,-119.7247,-37,2589,32,-71,79,40
Mimulus nanus,41.5588,-123.2649,-12,1806,78,-90,-23,47
Mimulus nanus,43.3567,-121.0528,-15,2769,44,-75,86,45
Mimulus nanus,43.4889,-119.7125,-34,2718,32,-70,87,40
Mimulus nanus,44.0583,-121.0711,-3,2922,39,-66,91,47
Mimulus nanus,41.052,-122.9325,-3,2322,79,-93,-45,47
Mimulus nanus,43.5864,-119.0531,-37,2754,46,-90,94,42
Mimulus nanus,43.1589,-122.1497,-27,2001,73,-92,-47,44
Mimulus nanus,42.5703,-119.0849,-13,3012,34,-51,87,44
Mimulus nanus,43.2497,-119.8747,-30,2715,30,-60,90,42
Mimulus nanus,41.9295,-122.9994,-25,1512,75,-90,-36,45
Mimulus nanus,47.59639,-120.66028,-30,3372,72,-92,35,38
Mimulus nanus,42.4789,-121.5754,-22,2724,60,-90,53,45
Mimulus nanus,43.9822,-117.2372,-27,3786,47,-85,109,36
Mimulus nanus,42.8858,-119.8747,-24,2559,32,-53,74,43
Mimulus nanus,42.4497,-121.1834,-22,2646,57,-92,44,47
Mimulus nanus,42.189,-120.5119,-18,2796,59,-94,47,43
Mimulus nanus,42.189,-120.4137,-18,2901,59,-93,51,42
Mimulus nanus,43.3862,-118.9633,-30,2859,42,-82,99,42
Mimulus nanus,42.613,-118.5839,-61,1545,38,-83,50,43
Mimulus nanus,44.5958,-119.4792,-55,1773,45,-88,50,43
Mimulus nanus,44.1737,-121.1728,-2,2955,43,-73,91,47
Mimulus nanus,44.585,-118.626,-83,1323,46,-90,43,41
Mimulus nanus,45.2595,-118.087,-55,1986,52,-92,37,39
Mimulus nanus,44.9991,-120.2128,3,3183,46,-86,35,44
Mimulus nanus,44.7031,-118.0734,-50,2496,39,-79,49,40
Mimulus nanus,44.5667,-120.0091,-39,2145,44,-86,28,43
Mimulus nanus,43.0685,-121.9947,-27,2076,71,-92,-25,45
Mimulus nanus,44.1204,-121.3319,-2,2835,50,-82,67,47
Mimulus nanus,44.241,-121.2002,-3,2988,44,-75,93,46
Mimulus nanus,41.2864,-120.3669,-17,2649,57,-87,34,44
Mimulus nanus,45.4322,-117.5678,-79,1455,45,-90,13,39
Mimulus nanus,45.4344,-118.3925,-37,2355,61,-95,-2,36
Mimulus nanus,43.4799,-119.5874,-35,2751,31,-66,90,41
Mimulus nanus,43.7839,-119.1972,-41,2589,40,-84,81,42
Mimulus nanus,44.1429,-121.3374,-3,2850,49,-83,68,47
Mimulus nanus,43.2792,-118.9611,-25,2919,38,-69,89,43
Mimulus nanus,44.0583,-121.3142,-1,2760,49,-80,62,48
Mimulus nanus,42.0776,-120.4039,-17,2934,60,-95,52,43
Mimulus nanus,44.9905,-119.1248,-12,3069,44,-79,54,44
Mimulus nanus,44.3514,-117.2656,-27,3978,50,-88,95,35
Mimulus nanus,44.3336,-120.5808,-13,2859,42,-74,72,46
Mimulus nanus,41.494,-120.6153,-13,3024,58,-93,69,46
Mimulus nanus,41.986,-120.2871,-18,2871,59,-95,47,42
Mimulus nanus,45.5947,-121.1775,12,4251,76,-90,51,37
Mimulus nanus,42.0914,-122.7069,-27,1671,72,-91,-19,44
Mimulus nanus,43.4222,-120.5125,-17,2835,30,-50,94,44
Mimulus nanus,42.4072,-121.5751,-25,2550,59,-90,47,45
Mimulus nanus,42.225,-121.7806,-15,3042,63,-88,75,41
Mimulus nanus,43.9331,-120.5538,-22,2568,33,-54,80,46
Mimulus norrisii,36.48416,-118.81695,78,6027,94,-95,27,43
Mimulus norrisii,36.4203999371934,-118.893380457567,78,6006,94,-95,26,43
Mimulus norrisii,36.3501626067497,-118.761136583559,45,4467,91,-94,1,43
Mimulus norrisii,36.5174483244688,-118.798589357192,68,5676,91,-95,24,43
Mimulus norrisii,36.4946286874765,-118.822829661533,79,6066,94,-95,27,43
Mimulus norrisii,36.4773785173614,-118.90097128384,71,5736,93,-95,18,43
Mimulus norrisii,36.5488899990971,-118.84167,58,5097,92,-95,10,43
Mimulus norrisii,36.4633999990979,-118.8868,81,6279,93,-95,46,45
Mimulus norrisii,36.27889,-118.965,81,6207,96,-95,69,46
Mimulus nudatus,38.9306799990775,-122.4763,54,4464,94,-92,-44,47
Mimulus nudatus,38.7939599990785,-122.35247,65,5109,95,-94,-16,48
Mimulus nudatus,39.008269999077,-122.36762,61,5160,93,-94,4,47
Mimulus nudatus,38.83333,-122.36667,65,5082,94,-94,-15,48
Mimulus nudatus,39.36417,-122.63444,55,4815,92,-93,-15,47
Mimulus nudatus,38.8,-122.33334,65,5133,95,-94,-15,47
Mimulus nudatus,38.66722,-122.43361,70,5181,96,-94,-28,49
Mimulus nudatus,38.81667,-122.33334,66,5232,95,-94,-7,48
Mimulus nudatus,38.6835,-122.4368,70,5217,95,-94,-25,50
Mimulus nudatus,38.8031,-122.401,68,5313,95,-94,-6,49
Mimulus nudatus,39.4072199990744,-122.55361,64,5328,90,-93,28,47
Mimulus nudatus,38.6206,-123.0922,79,4701,95,-93,-60,55
Mimulus nudatus,38.8897179834023,-122.401792444547,60,4764,95,-93,-30,47
Mimulus nudatus,38.7038,-122.4633,70,5256,95,-95,-24,50
Mimulus nudatus,39.013,-122.3844,61,5175,93,-94,6,47
Mimulus nudatus,38.9455,-123.0943,75,5124,95,-94,-38,51
Mimulus nudatus,39.3894,-123.2301,56,4347,94,-93,-68,53
Mimulus nudatus,39.2689,-123.3651,58,4113,94,-93,-77,54
Mimulus nudatus,39.139,-122.483,55,4686,93,-93,-24,47
Mimulus nudatus,38.83122,-122.63076,60,4938,94,-94,-27,49
Mimulus nudatus,39.0045357809348,-122.393433833436,60,5019,93,-93,-4,47
Mimulus nudatus,33.9879999991251,-119.718,115,5190,99,-85,38,58
Mimulus nudatus,38.7707,-122.3631,64,4926,95,-93,-28,47
Mimulus nudatus,38.7227401555149,-122.542523380444,66,5094,95,-94,-37,50
Mimulus nudatus,38.7257203314245,-122.514332776671,68,5193,96,-95,-29,50
Mimulus nudatus,38.7331300438456,-122.53076325353,68,5151,95,-94,-33,50
Mimulus nudatus,38.7687788395173,-122.588505061144,65,5118,95,-94,-35,50
Mimulus nudatus,39.3567547792292,-122.885960063178,55,4704,93,-93,-37,49
Mimulus nudatus,38.6799202608415,-122.633594875642,59,4368,94,-91,-59,48
Mimulus nudatus,39.1035143726413,-122.330393752654,66,5526,93,-95,34,48
Mimulus nudatus,39.0113154972916,-122.411304337561,59,4905,94,-93,-12,47
Mimulus nudatus,39.1071,-122.3046,68,5592,92,-95,40,48
Mimulus nudatus,38.8563186398595,-122.40291201199,60,4881,94,-93,-25,47
Mimulus nudatus,39.1591,-122.5458,58,4992,93,-93,0,48
Mimulus nudatus,39.1651,-122.5365,60,5094,93,-93,7,48
Mimulus palmeri,34.3793,-118.153,35,3816,92,-90,-23,43
Mimulus palmeri,34.38291,-118.08624,48,4440,92,-90,6,44
Mimulus palmeri,34.4267,-118.10797,60,5034,90,-90,55,44
Mimulus palmeri,33.41245,-116.68613,60,4728,77,-88,16,48
Mimulus palmeri,34.40573,-118.07945,50,4605,91,-90,19,44
Mimulus palmeri,34.280961381924,-118.045037861043,56,4737,93,-90,12,44
Mimulus palmeri,33.37002,-116.68652,60,4734,77,-88,15,48
Mimulus palmeri,34.29875,-116.99107,8,2949,76,-89,-25,48
Mimulus palmeri,34.2784799991215,-117.05787,27,3825,84,-92,-26,47
Mimulus palmeri,33.22611,-116.955,98,5817,86,-90,48,51
Mimulus palmeri,32.81918,-116.3361,56,4731,77,-84,38,47
Mimulus palmeri,32.67306,-116.74389,98,5508,86,-90,46,54
Mimulus palmeri,34.2917899991214,-117.20828,39,4275,89,-93,-20,47
Mimulus palmeri,32.7114,-116.61098,80,5118,82,-88,33,52
Mimulus palmeri,35.41861,-118.25611,46,4554,82,-92,64,43
Mimulus palmeri,34.89417,-118.72611,53,4710,91,-93,70,40
Mimulus palmeri,33.35215,-116.61007,53,4431,77,-88,0,47
Mimulus palmeri,34.885,-118.76472,60,5043,91,-92,73,41
Mimulus palmeri,32.6722,-116.5276,74,5010,81,-86,34,51
Mimulus palmeri,34.43333,-117.87417,50,4734,91,-91,25,44
Mimulus palmeri,34.2752799991216,-117.13324,39,4299,88,-93,-18,47
Mimulus palmeri,34.3013099991213,-117.12756,51,4794,86,-93,12,47
Mimulus palmeri,35.5367,-118.7123,50,4455,89,-94,23,44
Mimulus palmeri,32.915,-116.6494,75,5088,81,-89,22,50
Mimulus palmeri,34.26806,-117.13944,37,4251,88,-93,-21,47
Mimulus palmeri,34.26361,-117.10889,27,3762,85,-92,-33,47
Mimulus palmeri,32.86944,-116.74111,83,5223,84,-90,25,52
Mimulus palmeri,32.67139,-116.56972,106,6024,84,-89,71,54
Mimulus palmeri,33.11205,-116.62328,59,4641,79,-88,4,48
Mimulus palmeri,32.97152,-116.90508,113,6111,89,-91,62,53
Mimulus palmeri,36.1667,-118.7844,73,5793,92,-94,39,43
Mimulus palmeri,34.30139,-117.49583,54,4812,91,-92,5,46
Mimulus palmeri,36.79167,-118.9,30,3726,90,-94,-25,43
Mimulus palmeri,34.25111,-117.08334,17,3366,81,-91,-31,48
Mimulus palmeri,32.90278,-116.58333,60,4662,80,-88,5,49
Mimulus palmeri,33.58333,-117.025,106,6243,84,-90,86,50
Mimulus palmeri,34.31917,-117.42278,58,5013,90,-92,19,46
Mimulus palmeri,34.26833,-117.47639,65,5196,91,-92,15,47
Mimulus palmeri,34.31472,-117.57917,29,3735,90,-91,-34,46
Mimulus palmeri,33.45778,-116.97194,100,6012,85,-90,64,50
Mimulus palmeri,35.34889,-117.97056,75,6363,80,-86,195,43
Mimulus palmeri,34.31667,-117.26667,70,5493,88,-93,49,47
Mimulus palmeri,33.5405,-117.3999,108,5946,88,-90,71,51
Mimulus palmeri,32.90935,-116.47153,45,4143,77,-86,-6,46
Mimulus palmeri,32.65647,-116.2731,71,5277,78,-78,76,49
Mimulus palmeri,32.99567,-116.95617,106,5820,89,-91,47,52
Mimulus palmeri,34.2022,-117.0858,20,3441,82,-91,-33,48
Mimulus palmeri,33.78167,-117.53972,88,5427,94,-91,5,50
Mimulus palmeri,33.458,-117.011,91,5634,86,-90,40,50
Mimulus palmeri,35.8717,-121.2893,85,4542,97,-93,41,62
Mimulus palmeri,33.46667,-116.95,106,6270,83,-90,83,50
Mimulus palmeri,33.66667,-117.01667,98,6057,85,-90,69,50
Mimulus palmeri,32.88633,-116.58491,60,4671,80,-88,6,49
Mimulus palmeri,33.45333,-116.95889,98,5958,85,-90,61,50
Mimulus palmeri,33.601,-116.9844,98,6012,84,-90,66,50
Mimulus palmeri,32.92064,-116.58775,50,4293,79,-88,-15,47
Mimulus palmeri,32.85984,-116.60588,68,4875,81,-89,14,50
Mimulus palmeri,32.74318,-116.27668,61,4944,75,-81,61,47
Mimulus palmeri,35.84028,-118.02278,20,3591,76,-91,31,42
Mimulus palmeri,33.34039,-116.55409,51,4425,76,-87,2,47
Mimulus palmeri,33.81694,-116.75139,17,3060,75,-87,-33,48
Mimulus palmeri,34.22583,-117.03833,10,3000,78,-90,-31,48
Mimulus palmeri,35.98333,-118.85,80,6267,94,-95,79,44
Mimulus palmeri,35.66944,-118.56667,35,3705,88,-94,-2,44
Mimulus palmeri,34.20528,-117.10222,22,3504,83,-91,-34,48
Mimulus palmeri,32.76409,-116.57253,61,4638,80,-88,10,49
Mimulus palmeri,33.5497,-116.5087,53,4503,74,-86,15,48
Mimulus palmeri,33.7036,-117.4927,65,4662,92,-91,-25,48
Mimulus palmeri,35.9829,-118.5429,39,4071,88,-94,4,44
Mimulus palmeri,33.04518,-117.26617,128,6072,93,-90,93,53
Mimulus palmeri,34.3357,-117.2669,73,5580,88,-93,59,47
Mimulus palmeri,34.3666,-117.986,35,3897,92,-90,-27,45
Mimulus palmeri,34.3435,-118.0112,30,3654,92,-89,-35,45
Mimulus palmeri,34.30139,-117.14583,43,4470,88,-93,-6,47
Mimulus palmeri,33.80889,-116.76528,32,3642,77,-88,-21,49
Mimulus palmeri,34.20472,-117.05417,6,2823,77,-89,-35,48
Mimulus palmeri,33.16667,-117,106,5931,88,-91,56,52
Mimulus palmeri,32.91776,-116.87395,110,5952,88,-91,53,53
Mimulus palmeri,32.9,-116.65,83,5313,83,-89,32,51
Mimulus palmeri,32.88926,-116.45038,45,4110,77,-85,-5,46
Mimulus palmeri,36.139,-118.474,29,3693,85,-93,1,43
Mimulus palmeri,32.87201,-116.41845,40,3924,75,-83,-8,45
Mimulus palmeri,34.3658,-118.0086,34,3816,92,-90,-29,44
Mimulus palmeri,35.5532,-118.4774,32,3633,87,-93,4,44
Mimulus palmeri,36.4371,-118.7295,41,4362,90,-94,2,43
Mimulus palmeri,32.59088,-116.68891,88,5268,85,-89,42,54
Mimulus palmeri,32.5675,-116.68361,90,5253,85,-89,42,54
Mimulus palmeri,33.70972,-116.87361,100,6210,80,-89,78,50
Mimulus palmeri,34.3227,-118.016,37,3975,92,-90,-27,44
Mimulus palmeri,34.3369,-117.9922,35,3885,92,-90,-30,44
Mimulus palmeri,36.91111,-119.30472,71,5829,95,-95,19,42
Mimulus palmeri,35.325,-117.94972,76,6483,81,-87,206,43
Mimulus palmeri,35.7651373757465,-118.711508903398,65,5370,91,-94,42,43
Mimulus palmeri,33.7,-116.75,64,4899,76,-89,25,49
Mimulus palmeri,35.6581,-118.647,32,3570,89,-93,-11,44
Mimulus palmeri,35.0624,-118.4928,25,3330,88,-92,-2,42
Mimulus palmeri,35.5153,-118.4089,12,2748,84,-92,-25,43
Mimulus palmeri,34.9609,-118.5786,27,3456,88,-91,2,41
Mimulus palmeri,35.786900037259,-120.955720470692,83,4974,96,-94,77,59
Mimulus palmeri,35.9178942273984,-121.279129284136,86,4671,96,-94,56,62
Mimulus palmeri,35.99167,-121.37583,86,4578,96,-93,31,63
Mimulus palmeri,35.8917,-121.2651,88,4713,96,-94,66,63
Mimulus palmeri,35.8886,-121.2373,88,4746,96,-94,75,63
Mimulus palmeri,36.0718,-121.3213,88,4785,96,-94,47,62
Mimulus palmeri,35.7278799991053,-118.78546,71,5742,92,-94,59,43
Mimulus palmeri,35.8745,-121.2185,86,4674,96,-94,61,62
Mimulus palmeri,35.7381,-118.6378,49,4464,89,-94,15,44
Mimulus palmeri,35.467605883269,-118.58143264817,20,2994,87,-92,-22,43
Mimulus palmeri,35.3944319803776,-117.995148275411,70,6030,81,-87,169,43
Mimulus palmeri,35.387132717856,-117.918106406841,69,6051,82,-86,180,43
Mimulus palmeri,35.4764,-118.5903,25,3222,87,-93,-14,43
Mimulus palmeri,32.61667,-116.46667,88,5451,82,-86,61,54
Mimulus palmeri,33.6542,-116.8179,85,5634,78,-90,49,49
Mimulus palmeri,34.9886,-118.4577,30,3591,87,-92,11,42
Mimulus palmeri,35.7408196606845,-118.481963317229,40,4092,86,-94,14,44
Mimulus palmeri,36.2240252816771,-118.812296348985,76,6045,93,-95,45,44
Mimulus palmeri,34.2066,-117.1508,41,4311,89,-92,-23,47
Mimulus palmeri,35.4082,-117.9683,68,5916,81,-87,164,43
Mimulus palmeri,35.9515,-118.61,20,3105,88,-93,-26,43
Mimulus palmeri,35.3956,-117.9226,71,6189,80,-86,189,43
Mimulus palmeri,36.9046955022193,-119.296175429397,74,5952,95,-95,30,42
Mimulus palmeri,36.8271199990945,-119.33918,74,6102,95,-95,55,44
Mimulus palmeri,35.6568,-118.5861,25,3282,87,-93,-16,43
Mimulus palmeri,32.69542,-116.52428,80,5196,81,-87,43,52
Mimulus palmeri,35.6908099991057,-118.83081,75,6045,92,-94,76,43
Mimulus palmeri,35.697298271676,-118.822990735545,75,5952,91,-94,70,43
Mimulus palmeri,35.7192,-118.4953,56,4989,87,-93,48,44
Mimulus palmeri,32.5987,-116.50384,93,5571,82,-86,62,54
